"text","answer"
757,"c, c, a, c"
758,"c"
759,"c, c, c, c, c, c, c, c, a, c, c"
760,"c"
761,"c, c, c, c, c"
762,"c"
763,"c"
764,"c, c, c"
765,"c"
766,"c, c, b, c, c"
767,"c, c"
768,"[a], [c], [c], [c], [c], [c], [a]"
769,"c"
770,"c, c, c"
771,"c, c, c, c, c, c"
772,"c, c, c"
773,"c"
774,"c, c, c"
775,"c, b, c"
776,"c, c, c, c"
777,"c, c"
778,"c"
779,"c, c, c"
780,"c"
781,"c, c"
782,"c, c, b, c"
783,"c, c, c, c"
784,"a"
785,"c, c, c"
786,"c, c, c, c"
787,"c"
788,"c, c"
789,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
790,"c"
791,"c"
792,"c, c"
793,"c, c"
794,"c"
795,"c, c, b"
796,"c, c"
797,"c"
798,"c, c, c"
799,"c, c, c"
800,"c, b"
801,"c, c"
802,"c"
803,"c, c, c, c, c, c, c"
804,"c, c"
805,"c, b, c, a"
806,"c, c"
807,"c"
808,"c"
809,"c"
810,"c, c, c, a, c"
811,"c, c"
812,"[b], [b]"
813,"c, c, c"
814,"c"
815,"c, c, c, c"
816,"c"
817,"c, c"
818,"a, c"
819,"c"
820,"c, c, b, b, c"
821,"c, c, c, c"
822,"c, b, c"
823,"c, c"
824,"b"
825,"c, c, c"
826,"c, c, c"
827,"c, c, c, c, a"
828,"c, c"
829,"c"
830,"c"
831,"c, c, c, c, c"
832,"c, c, c, c"
833,"c, c, c"
834,"c"
835,"c"
836,"c, c"
837,"c, c, c"
838,"b, c, c, c, b, c, b"
839,"c, c"
840,"c, c"
841,"c"
842,"c, c"
843,"c, c, c"
844,"c, b"
845,"c"
846,"c, c, c"
847,"c"
848,"c, c, c"
849,"a"
850,"c, c, c, c, c"
851,"c, c, c"
852,"b"
853,"c"
854,"c, c"
855,"c"
856,"c, b"
857,"[c], [c], [c], [c], [a]"
858,"c, c, c, c, c, c, c"
859,"c, a"
860,"c, c, c"
861,"c, c, c, c"
862,"c, c, c, c, c, c"
863,"c, b, c, c, c, a, c, b, c"
864,"c, c, c, c"
865,"c"
866,"c, c, c, c, c"
867,"c"
868,"c, c"
869,"a, c, c, a, c"
870,"c, c"
871,"c, c, c"
872,"c"
873,"c, c"
874,"c, c, c"
875,"c"
876,"c, c, c, c, c, a, c, c, c, c, c, c, c, a, a"
877,"c, c, c"
878,"c, b, c"
879,"c"
880,"c, c"
881,"c, c, c"
882,"c, a, c, a, a, a, a"
883,"c, c, c, c, c, c, c, c, c"
884,"c, c, c, a, a, c"
885,"c, c, a, c, c, a"
886,"a"
887,"c, c, c, a"
888,"c, c, c"
889,"c, c, c, c, c, c, c, c, c, c, c, c, c"
890,"c, c, c, c, c"
891,"c, a, b, c, c"
892,"c, c, c, c"
893,"c"
894,"c"
895,"c, c"
896,"c"
897,"c, c, c, c"
898,"c, c, c, a"
899,"c, c"
900,"c, c, a, c"
901,"c, c, a, c, c, b, a, c"
902,"c, c"
903,"c, a"
904,"c, c"
905,"c, c, c, c"
906,"c, c"
907,"c"
908,"[a]"
909,"c, c"
910,"a"
911,"c, c, c, a"
912,"c"
913,"c, c, c"
914,"c, c"
915,"c, c, c, a, c, c, c, c"
916,"c, a, a"
917,"c, c, c, c"
918,"c"
919,"[a], -, The, mention, of, the, candle, being, slow-burning, suggests, durability, and, efficiency, which, are, aspects, of, economic, sustainability., [c], -, This, sentence, is, unrelated, to, economic, sustainability., [c], -, No, content, provided., [c], -, No, content, provided., [c], -, This, sentence, is, unrelated, to, economic, sustainability., [c], -, No, content, provided., [c], -, No, content, provided., [c], -, This, sentence, is, unrelated, to, economic, sustainability."
920,"c, c, c, c, c, c"
921,"c, c, c, c, c, c, c, c, a, c, c, a, a, a, c"
922,"c, c, c"
923,"c"
924,"c, a"
925,"c"
926,"c, a, a"
927,"c, c, c, c, c, c, c, c"
928,"c, c, c, c, c, c, a"
929,"c, c"
930,"c, a, a, a"
931,"c, c, c, b, c, c, c, b"
932,"c, c"
933,"c, c, c, c, c, c, c, c, c, b"
934,"c, c"
935,"c, c, c, c, a, c"
936,"c, c, c"
937,"c"
938,"c, c, c, c, c, c, c, c, c, c, c, c, c, c"
939,"c, c"
940,"c, c, a, c"
941,"a, c, c"
942,"c"
943,"c, c, c, c"
944,"c"
945,"c, c, c"
946,"c"
947,"c, c, c"
948,"c, c"
949,"c, c, c"
950,"c, c"
951,"c, c, c, c, c, c, c, c, c, c"
952,"[c], [c], [c]"
953,"c, c, c, c, c"
954,"c, c, c, c"
955,"c"
956,"c, c, c"
957,"a, c, b, b, a, a, c, c, a, c, c, c, c, c, c, c, a, a, a, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, a, a"
958,"a, c, c, a, c, c, c, c, c, c, c, c, a, a, a, c, c, c, b, b, c, a"
959,"c, a, c, a, b, a, a"
960,"c, c, c, c, c, c, c, a, c, c, c, c, a, c, c, c, a, c"
961,"c, a, a, a, a, c, c, c, a"
962,"c, c, c, c, c, c, c, c, c, c, c, a, c, c, c, c, c"
963,"c, a, a, a, a, c, a, c, c, c, c, c"
964,"b, b, b, b, a, b, a, b, b, c, c, a, c, b"
965,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, a, c, c, c, c, c, c, c, c, b, a, c, b, c, a, c, c, b, c, b, c, b, c, [c], [c], [b], [b], [c], [a], [c], [a], [c], [b], [c], [c], [c], [c], [c], [a], [c], [c], [c], [c], c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
966,"c, c, b, b, b, c, b, c, c, b, b, c, a, c, c, b, c, b, b, c, a, b, b, a, c, c, a, b, b, b, c, b, b, b, a, b, b, c, c, b, c, c, c, c, c, a, c, c, c, c, c, a, a, a, c, a, c, a, c, c, c, a, c, c, c, c, a, c, c, c, c, c"
967,"c, c, c, c, a, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, [a], [a], [c], [c], [c], [a]"
968,"c, c, c, c, c, c, c, c, c, c, b, b, c"
969,"[c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], c, c, c, c, c, a, c, b, c, c, c, c, c, c, c, c, c, c, c, c, c, a, a, c, c, c, b, b, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, b, b, b, b, b, b, c, c, c, c, c, c, c"
970,"c, c, c, c, c, c, c, c, c, c, a"
971,"c, a, c, c, a, c, c, a"
972,"c, c, c, c, c, c, c, c, c, c, c, c, c, a, a, c"
973,"[a], [c], [c], [c], [c], [c], [a], [a], [a], [c], [a]"
974,"a, c, c, c, a, a"
975,"c, c, c, c, a"
976,"c, c, c, c, c, c, c, c, b, c, c, c, a, c, c, c, c, c, a, b, c, c, c, c, c, c, c, c"
977,"[c], [c], [c], [c]"
978,"a, c, a, c, a"
979,"c, c, a, a, a"
980,"c, c, a, c"
981,"c, c, c, b, c, c, b"
982,"c, c, c, c, c, c"
983,"c, c, a, c, c, c, c, a"
984,"c, c, c"
985,"c, a, a"
986,"c, c, c, c, c, a, a, c, c, c"
987,"c, c, c"
988,"c, c, c, c"
989,"c, c"
990,"c"
991,"c, a"
992,"c, c, c, c, c, c, c, c, c, c, c, c, a, a, c"
993,"c, c, c, a, a, b"
994,"c, c, c"
995,"[a], [b], [c], [a], [c]"
996,"c, c, c, a, c, a"
997,"c, c, c, a, c, a, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, c, c, c, c, c, c, a, b"
998,"a, c"
999,"[a], [a], [a], [c], [b]"
1000,"c, c, c, c, c"
1001,"c, c, c, c"
1002,"c, c, c, c, c, c, c, c"
1003,"a, c, a"
1004,"c, c, c, c"
1005,"c, a"
1006,"c, a, a"
1007,"c, a, c"
1008,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, c, c"
1009,"c, c, a, c, a"
1010,"a, c, a, a, c"
1011,"c, c, a, a, c, c, a"
1012,"c"
1013,"c, c"
1014,"[c], [c]"
1015,"c, c, c, c, c, c, b, c"
1016,"c, c, c, c, c, c, c, c, c, c, c, a, a, a, c, c, c, c, c, a"
1017,"c, c, c, c, c"
1018,"[a], [c]"
1019,"c, a"
1020,"a, c, c, c, c, c, c, c, c, c, a, c, a, c, c, a, c, c, a"
1021,"c, c, a, c, c, a, c, a, c, c, c, c, c, c, c, a, c, a, a, c, c"
1022,"c, c"
1023,"c, a"
1024,"c, a, c"
1025,"c"
1026,"c, c, c"
1027,"c"
1028,"c, c, c, c, c"
1029,"c, c, c, c, c"
1030,"a, c, c"
1031,"[a], [b], [c], [c], [b], [c], [c]"
1032,"c, c, c, c, c, c, c"
1033,"c, c, c, c"
1034,"c, a"
1035,"[a], [c], [c]"
1036,"c, a, a, c, c, a, c"
1037,"c, c"
1038,"c, c, a, c, c, c, c, c, b"
1039,"c, a, c, c"
1040,"c, b, c, c, c, b, c, b, b, b, b"
1041,"a, c, c, a, c, a, a"
1042,"a"
1043,"c"
1044,"c"
1045,"c"
1046,"c"
1047,"c, c"
1048,"[c]"
1049,"c"
1050,"a"
1051,"c"
