"text","answer"
118,"c, c, c"
119,"c, c, c, c, c"
120,"c, c, c"
121,"c, c"
122,"c"
123,"c, c, c"
124,"c, c, c"
125,"c, c, c"
126,"c"
127,"c, c, c, c, c, c"
128,"c, c"
129,"c"
130,"c, c"
131,"c"
132,"c, c"
133,"c, c, c, c"
134,"c"
135,"c"
136,"c, c, c"
137,"c"
138,"c"
139,"c"
140,"c"
141,"c"
142,"c, c"
143,"c, c"
144,"c, c"
145,"c, c"
146,"c"
147,"c"
148,"c, c"
149,"c"
150,"c, c"
151,"c"
152,"c, c"
153,"c"
154,"c, c"
155,"c"
156,"c, c, c"
157,"c"
158,"c, c, c"
159,"c"
160,"c, c, c"
161,"c"
162,"c, c, c, c"
163,"c, c, c"
164,"c"
165,"c"
166,"c"
167,"c, c, c"
168,"c, c, c, c, c, c, c"
169,"c, c, c, c, c"
170,"c"
171,"c"
172,"c, c"
173,"c, c, c, c, c, c"
174,"c, c"
175,"c, c, c, c, c, c, c"
176,"c, c, c, c, c"
177,"c, c, c"
178,"c, c, c, c, c"
179,"c, c"
180,"c, c, c, c"
181,"c"
182,"c, c, c, c, c, c"
183,"c, c, c"
184,"c, c, c, c, c, c, c, c, c, c"
185,"c, c"
186,"c, c, c"
187,"c, c, c, c, c, c, c, c"
188,"c, c, c, c, c, c, c, c"
189,"c, c, c, c, c"
190,"c, c, c, c, c, c, c, c"
191,"c, c, c, c, c, c"
192,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
193,"c, c"
194,"c, c, c, c, c"
195,"c, c, c, c"
196,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
197,"c, c, c, c"
198,"c, c, c, c, c, c, c, c, c, c, c"
199,"c, c"
200,"c, c, c, c, c"
201,"c, c, c, c, c, c"
202,"c, c, c, c"
203,"c, c, c, c, c, c"
204,"c"
205,"c"
206,"c, c, c, c"
207,"c, c"
208,"c, c, c, c"
209,"c, c"
210,"c"
211,"c, c, c, c, c"
212,"c"
213,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
214,"c, c, c, c"
215,"c"
216,"c"
217,"c"
218,"c, c, c, c, c"
219,"c, c"
220,"c"
221,"c, c, c, c, c, c"
222,"c, c, c"
223,"c, c, c"
224,"c, c, c, c, c"
225,"c, c, c, c, c, c, c, c"
226,"c, c, c"
227,"c, c, c, c, c, c, c, c, c, c, c"
228,"c, c"
229,"c, c, c, c, c, c"
230,"c, c, c, c, c"
231,"c, c, c, c"
232,"c, c, c, c, c"
233,"c, c, c, c, c, c, c, c, c, c, c, c, c, c"
234,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
235,"c, c, c, c, c, c"
236,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
237,"c, c, c, c, c, c, c"
238,"c, c, c, c, c"
239,"c, c, c, c, c, c, c, c, c, c"
240,"c, c, c"
241,"c, c"
242,"c, c, c"
243,"c, c, c, c, c, c, c, c, c, c"
244,"c, c, c, c, c"
245,"c"
246,"c, c, c, c"
247,"c"
248,"c, c"
249,"c"
250,"c, c"
251,"c, c"
252,"c, c"
253,"c, c"
254,"c"
255,"c, c, c"
256,"c, c, c, c"
257,"c"
258,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
259,"c, c, c, c, c, c, c, c"
260,"c"
261,"c, c"
262,"c, c"
263,"c, c"
264,"c, c, c"
265,"c, c, c"
266,"c"
267,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
268,"c, c, c, c, c, c, c"
269,"c, c, c"
270,"c, c"
271,"c, c, c, c"
272,"c, c"
273,"c, c, c, c, c, c, c, c, c"
274,"c, c, c, c, c, c, c, c, c, c, c, c"
275,"c, c, c"
276,"c"
277,"c"
278,"c"
279,"c, c, c, c, c, c"
280,"c"
281,"c, c, c, c, c"
282,"c, c, c"
283,"c, c, c, c"
284,"c"
285,"c, c, c"
286,"c, c, c, c, c"
287,"c, c, c, c, c, c, c"
288,"c, c, c"
289,"c"
290,"c, c, c, c, c"
291,"c"
292,"c"
293,"c, c, c"
294,"c, c, c"
295,"c"
296,"c, c"
297,"c, c"
298,"c"
299,"c, c"
300,"c, c, c"
301,"c, c"
302,"c"
303,"c, c, c"
304,"c, c, c, c, c, c"
305,"c"
306,"c"
307,"c, c, c"
308,"c, c, c"
309,"c"
310,"c"
311,"c, c, c"
312,"c"
313,"c"
314,"c"
315,"c, c, c"
316,"c, c, c, c"
317,"c"
318,"c"
319,"c, c, c"
320,"c"
321,"c, c, c, c, c, c, c"
322,"c, c"
323,"c"
324,"c, c"
325,"c"
326,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
327,"c, c, c, c"
328,"c, c, c, c, c, c, c, c, c, c, c, c"
329,"c, c, c"
330,"c, c, c, c"
331,"c, c, c, c"
332,"c, c"
333,"c, c"
334,"c"
335,"c, c, c, c, c, c, c, c, c, c"
336,"c, c"
337,"c, c, c, c"
338,"c, c, c, c, c"
339,"c"
340,"c, c"
341,"c, c, c, c, c"
342,"c"
343,"c, c, c, c, c, c"
344,"c, c, c, c, c, c, c"
345,"c"
346,"c, c, c, c, c, c, c"
347,"c, c, c"
348,"c, c, c"
349,"c, c"
350,"c, c, c"
351,"c, c, c, c"
352,"c"
353,"c, c, c, c"
354,"c, c"
355,"c, c"
356,"c"
357,"c"
358,"c, c, c, c, c, c, c, c"
359,"c, c"
360,"c, c"
361,"c, c, c"
362,"c, c, c"
363,"c, c, c"
364,"c, c, c, c"
365,"c, c, c, c, c"
366,"c, c, c, c, c, c, c, c"
367,"c, c, c"
368,"c"
369,"c, c, c, c"
370,"c, c"
371,"c, c"
372,"c"
373,"c, c"
374,"c, c, c, c, c, c"
375,"c"
376,"c, c, c"
377,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
378,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
379,"c, c, c"
380,"c, c, c, c, c, c, c, c, c, c, c"
381,"c, c, c, c"
382,"c, c, c, c"
383,"c, c, c, c, c, c"
384,"c, c, c, c, c, c, c, c, c, c, c, c, c"
385,"c, c, c, c, c, c, c, c, c, c"
386,"c, c, c, c, c, c, c, c, c, c"
387,"c, c, c, c, c, c, c"
388,"c, c, c, c, c"
389,"c, c, c, c"
390,"c, c, c, c"
391,"c, c, c, c, c, c"
392,"c, c, c, c, c"
393,"c, c, c, c"
394,"c"
395,"c, c, c, c"
396,"[c]"
397,"c, c, c, c, c"
398,"c, c, c"
399,"c, c, c, c"
400,"c, c"
401,"c, c"
402,"c"
403,"c, c, c, c, c, c, c"
404,"c, c, c, c"
405,"c"
406,"c, c, c"
407,"c, c"
408,"c, c, c, c, c, c, c, c"
409,"c"
410,"c, c"
411,"c, c, c, c, c"
412,"c, c"
413,"c, c, c, c, c"
414,"c, c, c, c, c, c, c"
415,"c, c"
416,"c, c, c"
417,"c, c, c"
418,"c, c"
419,"c, c, c"
420,"c"
421,"c, c, c"
422,"c, c, c"
423,"c, c, c, c"
424,"c"
425,"c, c, c, c, c"
426,"c, c"
427,"c, c, c, c, c, c, c, c, c"
428,"c"
429,"c, c"
430,"c, c"
431,"c, c"
432,"c"
433,"c, c, c, c"
434,"c, c"
435,"c, c, c, c, c, c, c, c, c, c"
436,"c, c"
437,"c, c, c"
438,"c, c, c, c, c, c, c, c"
439,"c, c, c, c, c, c, c, c"
440,"c"
441,"c, c"
442,"c, c"
443,"c, c, c"
444,"c"
445,"c"
446,"c"
447,"c"
448,"c, c, c"
449,"c, c, c"
450,"c, c, c"
451,"c"
452,"c"
453,"c, c"
454,"c"
455,"c"
456,"c, c, c"
457,"c, c, c, c"
458,"c, c, c"
459,"c, c, c, c"
460,"c, c, c, c, c, c, c, c, c"
461,"c"
462,"c, c, c, c, c, c, c, c"
463,"c, c, c, c, c"
464,"c, c, c"
465,"c, c, c"
466,"c, c"
467,"c, c, c, c, c, c, c"
468,"c, c"
469,"c, c, c, c"
470,"c, c, c"
471,"c, c, c, c, c, c, c"
472,"c, c, c, c, c, c, c"
473,"c, c, c"
474,"c"
475,"c, c, c"
476,"c, c, c, c, c, c, c"
477,"c, c, c"
478,"c, c"
479,"c, c, c, c, c"
480,"c, c, c, c, c"
481,"c, c, c, c"
482,"c, c, c, c"
483,"c, c, c, c, c, c"
484,"c"
485,"c, c, c"
486,"c, c, a"
487,"c, c"
488,"c, c"
489,"c, c"
490,"[c], [c], [c]"
491,"c, c, c"
492,"c, c"
493,"c"
494,"c"
495,"c, c"
496,"c, c"
497,"c"
498,"c"
499,"c"
500,"c, c, c, c"
501,"c, c"
502,"c, c, c, c, c, c, c, c, c"
503,"c"
504,"c, c, c, c, c, c"
505,"c, c"
506,"c, c"
507,"c"
508,"c, c"
509,"c, c"
510,"c, c, c, c, c, c, c, c"
511,"c, c"
512,"c, c, c"
513,"c"
514,"c, c, c"
515,"c"
516,"c"
517,"c"
518,"c, c, c"
519,"c"
520,"c, c, c, c, c, c, c"
521,"c, c, c"
522,"c"
523,"c, c, c"
524,"c, c, c"
525,"c"
526,"c"
527,"c, c, c, c"
528,"c, c, c"
529,"c, c, c, c, c"
530,"c, c"
531,"c"
532,"c, c, c, c, c"
533,"c, c, c, c, c, c, c, c, c"
534,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
535,"c"
536,"c, c, c"
537,"c"
538,"c"
539,"c, c, c"
540,"c, c, c, c"
541,"c"
542,"c"
543,"c, c"
544,"c, c, c"
545,"c, c, c, c, c, c, c, c, c"
546,"c, c"
547,"c, c, c, c, c, c, c, c"
548,"c, c"
549,"c"
550,"c, c, c, c"
551,"c, c"
552,"c"
553,"c, c, c"
554,"c, c, c"
555,"c, c"
556,"c"
557,"c"
558,"c, c, c, c"
559,"c"
560,"c"
561,"c, c, c"
562,"c, c, c"
563,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
564,"c"
565,"c, c, c, c"
566,"c"
567,"c, c, c"
568,"c, c, c, c, c, c"
569,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
570,"c"
571,"c, c"
572,"c, c, c, c, c, c, c, c, c"
573,"[c]"
574,"c"
575,"c, c, c, c, c, c"
576,"c, c"
577,"c, c"
578,"c"
579,"c"
580,"c"
581,"c, c, c, c"
582,"c"
583,"c"
584,"c, c"
585,"c"
586,"c"
587,"c, c"
588,"c, c, c, c, c, c"
589,"c, c, c"
590,"c"
591,"c, c, c"
592,"c, c, c"
593,"c, c"
594,"c"
595,"c"
596,"c, c, c, c, c"
597,"c, c"
598,"c, a"
599,"c"
600,"c"
601,"c, c, c, c, c, c"
602,"c"
603,"c"
604,"[c]"
605,"c, c, c, c, c"
606,"c"
607,"c, c, c"
608,"c, c, c"
609,"c, c"
610,"c"
611,"c"
612,"c"
613,"c, c"
614,"c, c"
615,"c, c, c, c, c, c, c, c, c, c, c, c"
616,"c, c, c, c"
617,"c"
618,"c, c, c, c, c"
619,"c"
620,"c"
621,"c, c, c, c"
622,"c, c, c, c"
623,"c, c"
624,"c"
625,"c, c"
626,"c, c"
627,"c, c"
628,"c, c"
629,"c"
630,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
631,"c, c, c, c, c, c"
632,"c"
633,"c"
634,"c, c"
635,"c"
636,"c"
637,"c, c, c, c"
638,"c, c, c"
639,"c, c"
640,"c, c"
641,"c"
642,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
643,"c, c, c, c, a, c"
644,"c, c, c, c"
645,"c, c"
646,"c, c, c, c, c, c, c, c, c, c, c, c"
647,"c, c"
648,"c, c, c, c, c, c, c, c"
649,"c, c, c"
650,"c, c, c"
651,"c, c, c"
652,"c, c, c"
653,"c, c, c, c, c, c, c, c"
654,"c"
655,"c, c, c"
656,"c"
657,"c, c"
658,"c, c"
659,"c, c"
660,"c, c"
661,"c, c, c, c, c, c, c, c, c, c, c, c, a, a, a, c, a"
662,"c, c, c, c, c"
663,"c"
664,"c, c, c"
665,"c, c, c, c, c, c"
666,"c, c"
667,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
668,"c"
669,"c, c, c, c, c, c"
670,"c, c, c"
671,"c"
672,"c, c, c"
673,"c"
674,"c, c, c, c"
675,"c, c, c, c"
676,"c"
677,"c, c"
678,"c, c"
679,"c, c, c"
680,"c, c"
681,"c"
682,"c, c, c, c, c"
683,"c, c, c"
684,"c, c"
685,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
686,"c, c, c, c"
687,"c, c, c"
688,"c, c, c"
689,"c"
690,"c, c"
691,"c, c, c, c, c"
692,"c"
693,"c, c, c, c"
694,"c, c"
695,"c"
696,"c, c, c"
697,"c"
698,"c, c, c"
699,"c, c"
700,"c, c, c, c, c"
701,"c"
702,"c, c, c, c, c, c, a, c"
703,"c, c, c, c"
704,"c, c, c, c"
705,"c, c, c, c, c, c"
706,"c, c, c"
707,"c, c, c"
708,"c"
709,"c, c, c"
710,"c, c, c, c, c"
711,"c, c, c, c, c"
712,"c, c, c, c, c"
713,"c"
714,"c, c, c"
715,"c, c, c, c, c, c, c, c, c"
716,"c, c, c, c, c, c"
717,"c, c, c, c, c, c, c, c"
718,"c, c, c"
719,"c, c"
720,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
721,"c"
722,"c"
723,"c, c, c"
724,"c"
725,"c, c, a"
726,"c, c, c, c"
727,"c, c, c, c, c, c"
728,"c, c"
729,"c, c"
730,"c, c"
731,"c"
732,"c, c, c, c, c, c"
733,"c"
734,"c, c"
735,"c"
736,"c, c, c, c, c, c"
737,"c, c, c, c"
738,"c, c, c, c, c"
739,"c, c, c, c, c"
740,"c, c, c"
741,"c, c, c, c, c, c, c, c, c, c, c, c, c"
742,"c, c, c, c, c, c"
743,"c, c"
744,"c, c"
745,"c, c"
746,"c"
747,"c, c, c, c, c, c, c, c, c, c, c, c, c"
748,"c, c, c, c, c, c, c, c"
749,"c, c, c, c, c, c"
750,"c"
751,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
752,"c"
753,"c, c, c, c, c, c"
754,"c, c, c"
755,"c, c"
756,"c, c, c, c, c"
757,"c, c, c, c"
758,"c"
759,"c, c, c, c, c, c, c, c, c, c, c"
760,"c"
761,"c, c, c, c, c"
762,"c"
763,"c"
764,"c, c, c"
765,"c"
766,"c, c, c, c, c"
767,"c, c"
768,"c, c, c, c, c, c, c"
769,"c"
770,"c, c, c"
771,"c, c, c, c, c, c"
772,"c, c, c"
773,"c"
774,"c, c, c"
775,"c, c, c"
776,"c, c, c, c"
777,"c, c"
778,"c"
779,"c, c, c"
780,"c"
781,"c, c"
782,"c, c, c, c"
783,"c, c, c, c"
784,"c"
785,"c, c, c"
786,"c, c, c, c"
787,"c"
788,"c, c"
789,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
790,"c"
791,"c"
792,"c, c"
793,"c, c"
794,"c"
795,"c, c, c"
796,"c, c"
797,"c"
798,"c, c, c"
799,"c, c, c"
800,"c, c"
801,"c, c"
802,"c"
803,"c, c, c, c, c, c, c"
804,"c, c"
805,"c, c, c, c"
806,"c, c"
807,"c"
808,"c"
809,"c"
810,"c, c, c, c, c"
811,"c, c"
812,"c, c"
813,"c, c, c"
814,"c"
815,"c, c, c, c"
816,"c"
817,"c, c"
818,"c, c"
819,"c"
820,"c, c, c, c, c"
821,"c, c, c, c"
822,"c, c, c"
823,"c, c"
824,"c"
825,"c, c, c"
826,"c, c, c"
827,"c, c, c, c, c"
828,"c, c"
829,"c"
830,"c"
831,"c, c, c, c, c"
832,"c, c, c, c"
833,"c, c, c"
834,"c"
835,"c"
836,"c, c"
837,"c, c, c"
838,"c, c, c, c, c, c, c"
839,"c, c"
840,"c, c"
841,"c"
842,"c, c"
843,"c, c, c"
844,"c, c"
845,"c"
846,"c, c, c"
847,"c"
848,"c, c, c"
849,"c"
850,"c, c, c, c, c"
851,"c, c, c"
852,"c"
853,"c"
854,"c, c"
855,"c"
856,"c, c"
857,"c, c, c, c, c"
858,"c, c, c, c, c, c, c"
859,"c, c"
860,"c, c, c"
861,"c, c, c, c"
862,"c, c, c, c, c, c"
863,"c, c, c, c, c, c, c, c, c"
864,"c, c, c, c"
865,"c"
866,"c, c, c, c, c"
867,"c"
868,"c, c"
869,"c, c, c, c, c"
870,"c, c"
871,"c, c, c"
872,"c"
873,"c, c"
874,"c, c, c"
875,"c"
876,"c, c, c, c, c, c, c, c, c, c, c, c, c, a, a"
877,"c, c, c"
878,"c, c, c"
879,"c"
880,"c, c"
881,"c, c, c"
882,"c, c, c, c, c, c, c"
883,"c, c, c, c, c, c, c, c, c"
884,"c, c, c, c, c, c"
885,"c, c, c, c, c, c"
886,"c"
887,"c, c, c, c"
888,"c, c, c"
889,"c, c, a, c, c, c, c, c, c, c, c, c, c"
890,"c, c, c, c, c"
891,"c, c, c, c, c"
892,"c, c, c, c"
893,"c"
894,"c"
895,"c, c"
896,"c"
897,"c, c, c, c"
898,"c, c, a, c"
899,"c, c"
900,"c, c, c, c"
901,"c, c, a, c, c, c, c, c"
902,"c, c"
903,"c, c"
904,"c, c"
905,"c, c, c, a"
906,"c, c"
907,"c"
908,"c"
909,"c, c"
910,"c"
911,"c, c, c, c"
912,"c"
913,"c, c, c"
914,"c, c"
915,"c, c, c, c, c, c, c, c"
916,"c, c, c"
917,"c, c, c, c"
918,"c"
919,"c, c, c, c, c, c, c, c"
920,"c, c, c, c, c, c"
921,"c, c, c, c, c, c, c, c, c, c, c, c, c, a, c"
922,"c, c, c"
923,"c"
924,"c, c"
925,"c"
926,"c, c, c"
927,"c, c, c, c, c, c, c, c"
928,"c, c, c, c, c, c, c"
929,"c, c"
930,"c, c, c, c"
931,"c, c, c, c, c, c, c, c"
932,"c, c"
933,"c, c, c, c, c, c, c, c, c, c"
934,"c, c"
935,"c, c, c, c, c, c"
936,"c, c, c"
937,"c"
938,"c, c, c, c, c, c, c, c, c, c, c, c, c, c"
939,"c, c"
940,"c, c, c, c"
941,"c, c, c"
942,"c"
943,"c, c, c, c"
944,"c"
945,"c, c, c"
946,"[c]"
947,"c, c, c"
948,"[c], [c]"
949,"c, c, c"
950,"c, c"
951,"c, c, c, c, c, c, c, c, c, c"
952,"c, c, c"
953,"c, c, c, c, c"
954,"c, a, c, a"
955,"c"
956,"[c], [c], [c]"
957,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
958,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
959,"c, c, c, c, c, c, c"
960,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
961,"c, c, c, c, c, c, c, c, c"
962,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
963,"c, c, c, c, c, c, c, c, c, c, c, c"
964,"c, c, c, c, c, c, c, c, c, c, c, c, c, c"
965,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
966,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
967,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
968,"c, c, c, c, c, c, c, c, c, c, c, c, c"
969,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, a, a, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
970,"c, c, c, c, c, c, c, c, c, c, c"
971,"c, c, c, c, c, c, c, c"
972,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
973,"c, c, c, c, c, c, c, c, c, c, c"
974,"c, c, c, c, c, c"
975,"c, c, c, c, c"
976,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
977,"c, c, c, c"
978,"c, c, c, c, c"
979,"c, c, c, c, c"
980,"c, c, c, c"
981,"c, c, c, c, c, c, c"
982,"c, c, c, c, c, c"
983,"c, c, c, c, c, c, c, c"
984,"c, c, c"
985,"c, c, c"
986,"c, c, c, c, c, c, c, c, c, c"
987,"c, c, c"
988,"c, c, c, c"
989,"c, c"
990,"c"
991,"c, c"
992,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
993,"c, c, c, c, c, c"
994,"c, c, c"
995,"c, c, c, c, c"
996,"c, c, c, c, c, c"
997,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
998,"[c], [c]"
999,"c, c, c, c, c"
1000,"c, c, c, c, c"
1001,"c, c, c, c"
1002,"c, c, c, c, c, c, c, c"
1003,"c, c, c"
1004,"c, c, c, c"
1005,"c, c"
1006,"c, c, c"
1007,"c, c, c"
1008,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1009,"c, c, c, c, c"
1010,"c, c, c, c, c"
1011,"c, c, c, c, c, c, c"
1012,"c"
1013,"c, c"
1014,"[c], [c]"
1015,"c, c, c, c, c, c, c, c"
1016,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1017,"c, c, c, c, c"
1018,"c, c"
1019,"c, c"
1020,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1021,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1022,"c, c"
1023,"c, c"
1024,"c, c, c"
1025,"c"
1026,"c, c, c"
1027,"[c]"
1028,"c, c, c, c, c"
1029,"c, c, c, c, c"
1030,"c, c, c"
1031,"c, c, c, c, c, c, c"
1032,"c, c, c, c, c, c, c"
1033,"c, c, c, c"
1034,"c, c"
1035,"[c], [c], [c]"
1036,"c, c, c, c, c, c, c"
1037,"c, c"
1038,"c, c, c, c, c, c, c, c, c"
1039,"c, c, c, c"
1040,"c, c, c, c, c, c, c, c, c, c, c"
1041,"c, c, c, c, c, c, c"
1042,"[c]"
1043,"c"
1044,"c"
1045,"c"
1046,"c"
1047,"c, c"
1048,"c"
1049,"c"
1050,"c"
1051,"c"
1052,"c, c, c, c, c, c"
1053,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1054,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1055,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1056,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1057,"c, c, c, c, c"
1058,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1059,"c, c, c, c, c, c, c, c"
1060,"c, c, c, c, c"
1061,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1062,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1063,"c, c, c, c, c, c, c, c, c"
1064,"[c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c], [c]"
1065,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1066,"c, c, c, c, c, c, c, c, c, c, c, c"
